"gen","AllC","AllD","Random","TitForTat","SuspiciousTFT","GenerousTFT","TitFor2Tats","2TitsForTat","Grim","Pavlov","Gradual","ZD-Extort-2","ZD-Generous"
201,0.00020831617144389587,0.20414478118814816,0.0003776282746726445,0.0009885860597541663,0.0009169466676405371,0.00041826650714368754,0.0005602667262466464,0.06340862698823509,0.5620916654439363,0.0003782361583077981,0.16456895567244031,0.0013932298876395545,0.0005444942543913936
221,0.00020312473941772887,0.18725645738605246,0.00037097066445114903,0.0009724854278491691,0.0009022744097207486,0.0004112536677510133,0.0005443122657144268,0.05268241846515912,0.6049056322554783,0.00037357323321427573,0.14950889791430047,0.0013319256622414356,0.0005366739086497927
241,0.00019893093771717411,0.16881349489843042,0.0003655908632942597,0.0009612819494824405,0.0008908246372441447,0.00040581808711878306,0.0005316204728494056,0.04390869688758909,0.6474350515139113,0.00036981658598096847,0.13428978267015151,0.0012985245684235737,0.0005305659278068216
261,0.00019551972704427622,0.1495586861950165,0.00036121421518575913,0.0009529860580817799,0.0008815070876654595,0.0004015948152197489,0.0005214124977322122,0.0367725700937205,0.6889252687909809,0.0003667715504057367,0.11926109441069316,0.0012756051235977557,0.0005257694346562425
281,0.000192728261452157,0.1302524708456803,0.00035763074604830045,0.0009466868827897275,0.0008737711200837709,0.00039829960832898524,0.0005131224421071887,0.030987476152276143,0.7285840687432135,0.0003642874233290741,0.10475005016060676,0.0012574314972889759,0.0005219761167951018
301,0.00019043293698548427,0.11160377364151933,0.00035468013518744876,0.0009418114050985072,0.0008672602763278819,0.00039571167061623993,0.0005063352193604365,0.026305493587498445,0.7656650851572101,0.0003622477783318882,0.09104619535517747,0.0012420243364520333,0.0005189485002348649
321,0.00018853972383315275,0.09420442631636863,0.000352240876618088,0.0009379587266544089,0.0008617304211827417,0.0003936623103407562,0.0005007459660485665,0.022518987406427275,0.7995516695292755,0.0003605640689367593,0.07838432943460978,0.001228637830240174,0.0005165073894640726
341,0.00018697639268272964,0.07848244132392077,0.00035022077305192753,0.0009348486940118714,0.0008570145694834974,0.00039202500864302526,0.0004961290481034234,0.019457542974986884,0.8298215443377672,0.0003591695851061168,0.06693061338456896,0.0012169533289666035,0.000514520578707124
361,0.0001856863873581171,0.06468383590510973,0.00034854872875696695,0.0009322912841935784,0.0008529967315500764,0.0003907061709450565,0.0004923139459802963,0.01698283941813077,0.8562770738543467,0.0003580137269920124,0.056775996234813546,0.001206805785498822,0.0005128918263244764
381,0.00018462427555894132,0.052883650015251665,0.0003471682726810071,0.0009301606625443414,0.0008495909040640808,0.00038963686234622753,0.0004891674045778226,0.014983112103092089,0.8789373637808919,0.0003570571403279324,0.047938838341506515,0.0011980793865211535,0.0005115508506364703
401,0.00018375261063041534,0.04301854884634654,0.00034603298180756865,0.0009283733198198808,0.0008467262299200364,0.00038876594630882775,0.0004865812550455698,0.013368082905804567,0.8980000502889088,0.000356268082208857,0.04037570805788196,0.001190664287609248,0.000510445187707836
421,0.0001830399130668616,0.034929461665924956,0.00034510359331451474,0.0009268715229311924,0.0008443384622320845,0.0003880548185901185,0.00048446484643742643,0.012064702984617324,0.9137871577686105,0.0003556200319821471,0.03399720916192303,0.0011844409733451006,0.0005095342570245803
441,0.00018245943055147565,0.028403602710921655,0.00034434635699983327,0.0009256122611446146,0.0008423664522493347,0.00038747364261531745,0.0004827407340083165,0.011013737739821693,0.9266893943025512,0.00035509029670831353,0.028685111687894633,0.001179278930934394,0.000508785453599325
461,0.00018198836979923353,0.02320900890793428,0.0003437321441270507,0.0009245607597894822,0.0008407517505192785,0.0003869988033901012,0.0004813423360679145,0.010167078419945455,0.9371188722450425,0.00035465926702312687,0.02430779316510169,0.0011750420493445543,0.0005081717819152315
481,0.0001816073759276465,0.01911894863179644,0.00034323593048295355,0.0009236871647577874,0.0008394395855363182,0.0003866112411746386,0.00048021258395878984,0.009485627156974038,0.9454747352055294,0.00035431002041458364,0.020732318750610875,0.0011715958577885916,0.0005076704950480684
501,0.00018130012348759376,0.015926645634004484,0.0003428364159676475,0.0009229650945165735,0.0008383800559607782,0.00038629536522510205,0.0004793029635660854,0.008937617361358495,0.9521218267121511,0.00035402806769602234,0.017832726068142037,0.0011688138331595655,0.0005072623047647656
521,0.00018105295225837186,0.013452331050945983,0.00034251566619824224,0.0009223711136134782,0.0008375289613813617,0.00038603832589036884,0.0004785726523797224,0.008497263115005755,0.9573801122775533,0.0003538011345225337,0.015494900222695864,0.0011665816510679934,0.0005069308764870118
541,0.00018085452383148637,0.011545011955410115,0.00034225874065515967,0.0009218845600006824,0.0008368481144840957,0.00038582950032862306,0.00047798765077570305,0.008143661324902214,0.9615217838237688,0.0003536189367133666,0.013618799116605525,0.0011647993021144296,0.0005066624504097253
561,0.00018069549637449964,0.01008105247462553,0.0003420533110642173,0.0009214874437037765,0.0008363051996345737,0.0003856601057446679,0.00047751990408925765,0.007859892985045854,0.964773188753602,0.0003534729443312968,0.012118844367395847,0.0011633814991579827,0.0005064455152304716
581,0.0001805682225597644,0.00896112854950045,0.00034188928670469466,0.0009211643084051511,0.0008358733215840846,0.0003855228922831789,0.0004771464468570048,0.007632284994615291,0.9673193601264121,0.00035335614382520276,0.010923178263234329,0.001162256935955017,0.000506270508063769
601,0.00018046647617171274,0.008106587637221779,0.0003417584629640219,0.0009209020357316415,0.0008355303873418703,0.00038541189001311155,0.0004768486028231218,0.007449803603900727,0.9693096174366367,0.0003532628098648123,0.009972314222845597,0.00116136689888538,0.0005061295355996907
